collab_id,period,year,month,source_dept,target_dept,collaboration_type,interactions_count,avg_resolution_days,satisfaction_score,outcome,region
COLLAB0269,2025-05-01,2025,May 2025,HR,Sales,Escalation,9,2.6,81.6,Successful,East
COLLAB0270,2025-05-01,2025,May 2025,HR,Sales,Project,48,12.5,77.6,Partial,West
COLLAB0271,2025-05-01,2025,May 2025,IT,Finance,Training,14,5.5,95.8,Successful,East
COLLAB0272,2025-05-01,2025,May 2025,IT,Finance,Project,30,3.4,97.1,Partial,South
COLLAB0273,2025-05-01,2025,May 2025,IT,HR,Review,27,6.3,72.1,Failed,West
COLLAB0274,2025-05-01,2025,May 2025,IT,HR,Review,34,3.7,59.4,Successful,South
COLLAB0275,2025-05-01,2025,May 2025,IT,HR,Escalation,43,6.0,72.6,Successful,East
COLLAB0276,2025-05-01,2025,May 2025,IT,Operations,Training,33,14.1,71.8,Failed,West
COLLAB0277,2025-05-01,2025,May 2025,IT,Operations,Support,48,7.5,83.3,Successful,East
COLLAB0278,2025-05-01,2025,May 2025,IT,Operations,Support,29,5.8,71.3,Successful,East
COLLAB0279,2025-05-01,2025,May 2025,IT,Sales,Support,12,6.4,64.2,Partial,West
COLLAB0280,2025-05-01,2025,May 2025,IT,Sales,Review,28,12.6,94.9,Partial,South
COLLAB0281,2025-05-01,2025,May 2025,Operations,Finance,Review,49,14.2,71.9,Partial,North
COLLAB0282,2025-05-01,2025,May 2025,Operations,Finance,Project,46,1.1,56.7,Successful,Central
COLLAB0283,2025-05-01,2025,May 2025,Operations,HR,Training,30,11.4,91.6,Successful,South
COLLAB0284,2025-05-01,2025,May 2025,Operations,HR,Review,25,12.0,69.2,Successful,North
COLLAB0285,2025-05-01,2025,May 2025,Operations,HR,Training,44,8.9,66.6,Successful,West
COLLAB0286,2025-05-01,2025,May 2025,Operations,HR,Project,11,8.5,96.5,Partial,East
COLLAB0287,2025-05-01,2025,May 2025,Operations,IT,Training,43,9.3,92.8,Partial,North
COLLAB0288,2025-05-01,2025,May 2025,Operations,IT,Review,21,12.4,75.7,Successful,South
COLLAB0289,2025-05-01,2025,May 2025,Operations,Sales,Escalation,49,6.9,70.9,Partial,North
COLLAB0290,2025-05-01,2025,May 2025,Operations,Sales,Review,44,12.7,67.2,Successful,West
COLLAB0291,2025-05-01,2025,May 2025,Operations,Sales,Escalation,18,1.3,77.4,Partial,East
COLLAB0292,2025-05-01,2025,May 2025,Sales,Finance,Review,36,10.4,71.2,Successful,West
COLLAB0293,2025-05-01,2025,May 2025,Sales,Finance,Escalation,31,8.3,64.2,Successful,East
COLLAB0294,2025-05-01,2025,May 2025,Sales,Finance,Review,11,5.8,59.2,Successful,East
COLLAB0295,2025-05-01,2025,May 2025,Sales,HR,Project,23,14.6,58.5,Partial,East
COLLAB0296,2025-05-01,2025,May 2025,Sales,HR,Escalation,44,7.0,73.5,Partial,West
COLLAB0297,2025-05-01,2025,May 2025,Sales,HR,Support,6,14.9,96.2,Successful,West
COLLAB0298,2025-05-01,2025,May 2025,Sales,HR,Project,29,13.6,56.9,Partial,South
COLLAB0299,2025-05-01,2025,May 2025,Sales,IT,Training,46,1.8,90.9,Partial,North
COLLAB0300,2025-05-01,2025,May 2025,Sales,IT,Training,12,13.8,79.4,Successful,West
COLLAB0301,2025-05-01,2025,May 2025,Sales,Operations,Escalation,25,14.6,68.4,Successful,West
COLLAB0302,2025-05-01,2025,May 2025,Sales,Operations,Project,13,2.3,92.3,Successful,Central
COLLAB0303,2025-05-01,2025,May 2025,Sales,Operations,Project,36,14.7,91.2,Partial,South
COLLAB0304,2025-06-01,2025,Jun 2025,Finance,HR,Escalation,10,8.6,78.4,Partial,Central
COLLAB0305,2025-06-01,2025,Jun 2025,Finance,HR,Training,24,7.8,74.6,Failed,West
COLLAB0306,2025-06-01,2025,Jun 2025,Finance,HR,Training,22,6.5,58.9,Successful,West
COLLAB0307,2025-06-01,2025,Jun 2025,Finance,HR,Project,37,14.0,81.3,Partial,East
COLLAB0308,2025-06-01,2025,Jun 2025,Finance,IT,Project,43,14.7,64.4,Successful,South
COLLAB0309,2025-06-01,2025,Jun 2025,Finance,IT,Support,28,14.7,65.2,Failed,East
COLLAB0310,2025-06-01,2025,Jun 2025,Finance,Operations,Support,11,3.7,79.4,Successful,South
COLLAB0311,2025-06-01,2025,Jun 2025,Finance,Operations,Training,34,3.8,89.4,Successful,West
COLLAB0312,2025-06-01,2025,Jun 2025,Finance,Sales,Escalation,33,5.9,58.9,Partial,Central
COLLAB0313,2025-06-01,2025,Jun 2025,Finance,Sales,Review,15,14.2,71.3,Successful,South
COLLAB0314,2025-06-01,2025,Jun 2025,Finance,Sales,Escalation,24,5.5,83.1,Successful,North
COLLAB0315,2025-06-01,2025,Jun 2025,Finance,Sales,Project,35,4.2,86.0,Successful,Central
COLLAB0316,2025-06-01,2025,Jun 2025,HR,Finance,Escalation,47,2.5,76.4,Successful,East
COLLAB0317,2025-06-01,2025,Jun 2025,HR,Finance,Review,47,14.9,75.9,Successful,East
COLLAB0318,2025-06-01,2025,Jun 2025,HR,IT,Review,48,9.3,64.8,Successful,North
COLLAB0319,2025-06-01,2025,Jun 2025,HR,IT,Escalation,33,14.7,75.2,Successful,East
COLLAB0320,2025-06-01,2025,Jun 2025,HR,IT,Training,37,12.5,82.9,Successful,North
COLLAB0321,2025-06-01,2025,Jun 2025,HR,Operations,Escalation,25,13.0,82.1,Successful,West
COLLAB0322,2025-06-01,2025,Jun 2025,HR,Operations,Support,20,10.4,96.3,Partial,West
COLLAB0323,2025-06-01,2025,Jun 2025,HR,Operations,Support,33,8.1,86.7,Successful,Central
COLLAB0324,2025-06-01,2025,Jun 2025,HR,Operations,Review,25,11.4,60.6,Successful,South
COLLAB0325,2025-06-01,2025,Jun 2025,HR,Sales,Support,33,13.5,66.7,Partial,East
COLLAB0326,2025-06-01,2025,Jun 2025,HR,Sales,Project,41,3.8,67.5,Failed,North
COLLAB0327,2025-06-01,2025,Jun 2025,IT,Finance,Review,37,10.9,62.5,Failed,West
COLLAB0328,2025-06-01,2025,Jun 2025,IT,Finance,Escalation,21,3.1,66.8,Successful,South
COLLAB0329,2025-06-01,2025,Jun 2025,IT,HR,Support,10,10.9,58.0,Successful,East
COLLAB0330,2025-06-01,2025,Jun 2025,IT,HR,Review,31,12.4,74.3,Partial,West
COLLAB0331,2025-06-01,2025,Jun 2025,IT,Operations,Training,20,3.5,75.1,Successful,South
COLLAB0332,2025-06-01,2025,Jun 2025,IT,Operations,Support,22,11.5,68.5,Successful,North
COLLAB0333,2025-06-01,2025,Jun 2025,IT,Operations,Support,5,5.2,70.9,Successful,East
COLLAB0334,2025-06-01,2025,Jun 2025,IT,Sales,Support,7,8.0,82.6,Partial,Central
COLLAB0335,2025-06-01,2025,Jun 2025,IT,Sales,Project,44,9.6,93.3,Failed,Central
COLLAB0336,2025-06-01,2025,Jun 2025,IT,Sales,Training,21,2.1,55.7,Partial,East
COLLAB0337,2025-06-01,2025,Jun 2025,IT,Sales,Review,26,6.7,79.4,Successful,West
COLLAB0338,2025-06-01,2025,Jun 2025,Operations,Finance,Escalation,42,4.2,89.1,Successful,North
COLLAB0339,2025-06-01,2025,Jun 2025,Operations,Finance,Training,35,13.5,68.5,Failed,Central
COLLAB0340,2025-06-01,2025,Jun 2025,Operations,Finance,Project,23,9.5,95.4,Successful,East
COLLAB0341,2025-06-01,2025,Jun 2025,Operations,HR,Training,30,3.4,63.4,Successful,West
COLLAB0342,2025-06-01,2025,Jun 2025,Operations,HR,Project,39,12.7,84.3,Failed,East
COLLAB0343,2025-06-01,2025,Jun 2025,Operations,HR,Escalation,13,12.4,66.4,Successful,Central
COLLAB0344,2025-06-01,2025,Jun 2025,Operations,IT,Escalation,11,12.4,65.1,Partial,Central
COLLAB0345,2025-06-01,2025,Jun 2025,Operations,IT,Support,30,7.0,73.6,Failed,South
COLLAB0346,2025-06-01,2025,Jun 2025,Operations,IT,Escalation,16,11.8,71.3,Partial,West
COLLAB0347,2025-06-01,2025,Jun 2025,Operations,IT,Training,35,9.0,97.7,Successful,North
COLLAB0348,2025-06-01,2025,Jun 2025,Operations,Sales,Project,45,12.3,58.8,Successful,East
COLLAB0349,2025-06-01,2025,Jun 2025,Operations,Sales,Project,22,6.2,63.1,Partial,North
COLLAB0350,2025-06-01,2025,Jun 2025,Operations,Sales,Project,24,13.1,82.6,Successful,East
COLLAB0351,2025-06-01,2025,Jun 2025,Operations,Sales,Escalation,36,6.8,72.3,Failed,South
COLLAB0352,2025-06-01,2025,Jun 2025,Sales,Finance,Project,16,11.6,59.2,Partial,East
COLLAB0353,2025-06-01,2025,Jun 2025,Sales,Finance,Review,12,7.5,67.4,Successful,North
COLLAB0354,2025-06-01,2025,Jun 2025,Sales,Finance,Project,40,12.2,66.4,Failed,West
COLLAB0355,2025-06-01,2025,Jun 2025,Sales,Finance,Support,17,14.2,72.3,Successful,North
COLLAB0356,2025-06-01,2025,Jun 2025,Sales,HR,Support,33,1.5,62.0,Partial,South
COLLAB0357,2025-06-01,2025,Jun 2025,Sales,HR,Escalation,33,4.0,94.4,Partial,West
COLLAB0358,2025-06-01,2025,Jun 2025,Sales,HR,Training,8,1.7,92.3,Partial,South
COLLAB0359,2025-06-01,2025,Jun 2025,Sales,HR,Review,18,11.6,60.5,Partial,North
COLLAB0360,2025-06-01,2025,Jun 2025,Sales,IT,Project,47,7.2,92.7,Partial,North
COLLAB0361,2025-06-01,2025,Jun 2025,Sales,IT,Review,7,11.5,67.4,Partial,Central
COLLAB0362,2025-06-01,2025,Jun 2025,Sales,IT,Review,10,8.0,76.7,Successful,East
COLLAB0363,2025-06-01,2025,Jun 2025,Sales,IT,Review,42,13.8,65.6,Successful,West
COLLAB0364,2025-06-01,2025,Jun 2025,Sales,Operations,Escalation,16,3.6,89.2,Partial,East
COLLAB0365,2025-06-01,2025,Jun 2025,Sales,Operations,Review,48,13.9,97.3,Partial,South
COLLAB0366,2025-06-01,2025,Jun 2025,Sales,Operations,Support,34,14.8,59.0,Partial,East
COLLAB0367,2025-06-01,2025,Jun 2025,Sales,Operations,Review,23,5.0,88.9,Partial,West
COLLAB0368,2025-07-01,2025,Jul 2025,Finance,HR,Escalation,49,5.2,88.1,Failed,South
COLLAB0369,2025-07-01,2025,Jul 2025,Finance,HR,Support,18,12.6,56.1,Partial,West
COLLAB0370,2025-07-01,2025,Jul 2025,Finance,HR,Review,14,8.9,76.3,Partial,East
COLLAB0371,2025-07-01,2025,Jul 2025,Finance,IT,Review,20,1.4,72.0,Partial,East
COLLAB0372,2025-07-01,2025,Jul 2025,Finance,IT,Training,21,4.6,92.3,Successful,West
COLLAB0373,2025-07-01,2025,Jul 2025,Finance,Operations,Escalation,18,8.4,88.5,Failed,South
COLLAB0374,2025-07-01,2025,Jul 2025,Finance,Operations,Escalation,16,1.4,96.2,Successful,East
COLLAB0375,2025-07-01,2025,Jul 2025,Finance,Sales,Project,33,8.4,75.5,Partial,North
COLLAB0376,2025-07-01,2025,Jul 2025,Finance,Sales,Review,18,13.4,89.9,Partial,South
COLLAB0377,2025-07-01,2025,Jul 2025,Finance,Sales,Project,20,3.0,96.8,Successful,North
COLLAB0378,2025-07-01,2025,Jul 2025,Finance,Sales,Training,42,3.4,64.1,Failed,South
COLLAB0379,2025-07-01,2025,Jul 2025,HR,Finance,Project,22,14.9,58.2,Successful,North
COLLAB0380,2025-07-01,2025,Jul 2025,HR,Finance,Project,10,9.1,88.3,Partial,North
COLLAB0381,2025-07-01,2025,Jul 2025,HR,IT,Review,44,8.3,85.6,Partial,East
COLLAB0382,2025-07-01,2025,Jul 2025,HR,IT,Review,12,3.4,89.3,Successful,East
COLLAB0383,2025-07-01,2025,Jul 2025,HR,IT,Escalation,16,4.4,91.2,Successful,West
COLLAB0384,2025-07-01,2025,Jul 2025,HR,Operations,Training,35,2.1,87.9,Partial,South
COLLAB0385,2025-07-01,2025,Jul 2025,HR,Operations,Support,25,13.7,67.7,Successful,West
COLLAB0386,2025-07-01,2025,Jul 2025,HR,Sales,Review,20,9.7,81.2,Successful,East
COLLAB0387,2025-07-01,2025,Jul 2025,HR,Sales,Project,33,10.7,84.0,Successful,East
COLLAB0388,2025-07-01,2025,Jul 2025,HR,Sales,Escalation,38,6.7,58.7,Successful,East
COLLAB0389,2025-07-01,2025,Jul 2025,HR,Sales,Training,15,11.4,65.2,Successful,Central
COLLAB0390,2025-07-01,2025,Jul 2025,IT,Finance,Review,29,7.6,76.5,Partial,North
COLLAB0391,2025-07-01,2025,Jul 2025,IT,Finance,Escalation,46,8.4,80.9,Failed,East
COLLAB0392,2025-07-01,2025,Jul 2025,IT,Finance,Training,38,8.2,75.7,Successful,East
COLLAB0393,2025-07-01,2025,Jul 2025,IT,Finance,Training,30,14.5,74.4,Successful,East
COLLAB0394,2025-07-01,2025,Jul 2025,IT,HR,Project,11,1.0,73.6,Successful,North
COLLAB0395,2025-07-01,2025,Jul 2025,IT,HR,Support,39,1.5,79.5,Partial,Central
COLLAB0396,2025-07-01,2025,Jul 2025,IT,HR,Project,48,9.8,69.0,Failed,North
COLLAB0397,2025-07-01,2025,Jul 2025,IT,Operations,Escalation,18,4.2,93.9,Successful,West
COLLAB0398,2025-07-01,2025,Jul 2025,IT,Operations,Training,27,12.9,97.9,Partial,Central
COLLAB0399,2025-07-01,2025,Jul 2025,IT,Operations,Support,20,4.7,80.0,Successful,South
COLLAB0400,2025-07-01,2025,Jul 2025,IT,Sales,Training,9,9.9,92.0,Failed,East
COLLAB0401,2025-07-01,2025,Jul 2025,IT,Sales,Review,46,8.4,90.8,Successful,South
COLLAB0402,2025-07-01,2025,Jul 2025,IT,Sales,Support,15,14.8,94.0,Successful,Central
COLLAB0403,2025-07-01,2025,Jul 2025,IT,Sales,Review,40,5.5,78.5,Successful,North
COLLAB0404,2025-07-01,2025,Jul 2025,Operations,Finance,Project,27,6.7,87.2,Partial,Central
COLLAB0405,2025-07-01,2025,Jul 2025,Operations,Finance,Support,28,3.6,91.6,Successful,North
COLLAB0406,2025-07-01,2025,Jul 2025,Operations,Finance,Training,25,11.6,78.8,Successful,North
COLLAB0407,2025-07-01,2025,Jul 2025,Operations,HR,Training,19,10.2,66.8,Successful,West
COLLAB0408,2025-07-01,2025,Jul 2025,Operations,HR,Project,46,1.3,91.5,Successful,East
COLLAB0409,2025-07-01,2025,Jul 2025,Operations,IT,Project,15,7.2,58.1,Partial,East
COLLAB0410,2025-07-01,2025,Jul 2025,Operations,IT,Review,41,1.2,62.7,Failed,East
COLLAB0411,2025-07-01,2025,Jul 2025,Operations,Sales,Support,29,3.8,83.4,Successful,North
COLLAB0412,2025-07-01,2025,Jul 2025,Operations,Sales,Escalation,48,7.9,67.9,Successful,Central
COLLAB0413,2025-07-01,2025,Jul 2025,Operations,Sales,Training,26,4.1,57.0,Successful,North
COLLAB0414,2025-07-01,2025,Jul 2025,Operations,Sales,Support,21,7.1,82.7,Partial,North
COLLAB0415,2025-07-01,2025,Jul 2025,Sales,Finance,Escalation,28,11.0,59.4,Partial,Central
COLLAB0416,2025-07-01,2025,Jul 2025,Sales,Finance,Training,26,4.4,56.8,Partial,Central
COLLAB0417,2025-07-01,2025,Jul 2025,Sales,HR,Review,25,3.5,90.4,Successful,East
COLLAB0418,2025-07-01,2025,Jul 2025,Sales,HR,Training,32,1.3,94.8,Successful,Central
COLLAB0419,2025-07-01,2025,Jul 2025,Sales,IT,Training,44,14.6,94.0,Successful,West
COLLAB0420,2025-07-01,2025,Jul 2025,Sales,IT,Support,48,2.1,91.5,Successful,North
COLLAB0421,2025-07-01,2025,Jul 2025,Sales,IT,Escalation,26,9.0,61.6,Partial,East
COLLAB0422,2025-07-01,2025,Jul 2025,Sales,Operations,Escalation,36,12.9,75.3,Successful,West
COLLAB0423,2025-07-01,2025,Jul 2025,Sales,Operations,Escalation,27,14.6,86.5,Successful,North
COLLAB0424,2025-07-01,2025,Jul 2025,Sales,Operations,Support,21,7.5,95.5,Successful,South
COLLAB0425,2025-08-01,2025,Aug 2025,Finance,HR,Escalation,47,6.3,91.6,Successful,Central
COLLAB0426,2025-08-01,2025,Aug 2025,Finance,HR,Escalation,15,14.0,66.1,Partial,North
COLLAB0427,2025-08-01,2025,Aug 2025,Finance,HR,Escalation,29,2.2,84.0,Failed,North
COLLAB0428,2025-08-01,2025,Aug 2025,Finance,IT,Support,23,11.6,67.3,Successful,East
COLLAB0429,2025-08-01,2025,Aug 2025,Finance,IT,Review,20,8.3,91.2,Partial,North
COLLAB0430,2025-08-01,2025,Aug 2025,Finance,IT,Review,16,2.6,93.1,Failed,West
COLLAB0431,2025-08-01,2025,Aug 2025,Finance,IT,Escalation,27,3.1,84.6,Successful,North
COLLAB0432,2025-08-01,2025,Aug 2025,Finance,Operations,Review,17,7.2,72.8,Successful,East
COLLAB0433,2025-08-01,2025,Aug 2025,Finance,Operations,Review,24,9.6,71.1,Successful,North
COLLAB0434,2025-08-01,2025,Aug 2025,Finance,Sales,Escalation,23,4.5,74.6,Successful,North
COLLAB0435,2025-08-01,2025,Aug 2025,Finance,Sales,Support,22,6.3,77.8,Partial,South
COLLAB0436,2025-08-01,2025,Aug 2025,HR,Finance,Project,5,5.8,73.1,Successful,West
COLLAB0437,2025-08-01,2025,Aug 2025,HR,Finance,Project,42,1.3,80.9,Partial,Central
COLLAB0438,2025-08-01,2025,Aug 2025,HR,Finance,Support,39,12.0,82.2,Successful,South
COLLAB0439,2025-08-01,2025,Aug 2025,HR,IT,Training,49,7.2,78.5,Successful,East
COLLAB0440,2025-08-01,2025,Aug 2025,HR,IT,Project,9,1.2,74.5,Successful,Central
COLLAB0441,2025-08-01,2025,Aug 2025,HR,IT,Project,42,7.7,97.1,Successful,South
COLLAB0442,2025-08-01,2025,Aug 2025,HR,IT,Review,14,14.2,66.4,Successful,North
COLLAB0443,2025-08-01,2025,Aug 2025,HR,Operations,Review,29,14.0,76.6,Successful,East
COLLAB0444,2025-08-01,2025,Aug 2025,HR,Operations,Training,48,8.1,92.0,Successful,North
COLLAB0445,2025-08-01,2025,Aug 2025,HR,Operations,Review,23,6.5,77.8,Successful,Central
COLLAB0446,2025-08-01,2025,Aug 2025,HR,Operations,Training,48,5.2,56.3,Successful,East
COLLAB0447,2025-08-01,2025,Aug 2025,HR,Sales,Review,14,3.5,84.0,Partial,South
COLLAB0448,2025-08-01,2025,Aug 2025,HR,Sales,Support,23,11.0,75.1,Successful,South
COLLAB0449,2025-08-01,2025,Aug 2025,HR,Sales,Escalation,21,9.0,64.2,Partial,North
COLLAB0450,2025-08-01,2025,Aug 2025,IT,Finance,Review,20,7.9,60.3,Successful,Central
COLLAB0451,2025-08-01,2025,Aug 2025,IT,Finance,Support,20,12.3,95.3,Partial,North
COLLAB0452,2025-08-01,2025,Aug 2025,IT,Finance,Support,32,11.0,97.7,Partial,East
COLLAB0453,2025-08-01,2025,Aug 2025,IT,Finance,Support,10,8.5,62.7,Successful,East
COLLAB0454,2025-08-01,2025,Aug 2025,IT,HR,Escalation,8,4.7,56.7,Successful,Central
COLLAB0455,2025-08-01,2025,Aug 2025,IT,HR,Training,9,4.8,56.4,Successful,South
COLLAB0456,2025-08-01,2025,Aug 2025,IT,HR,Support,46,6.4,69.6,Successful,South
COLLAB0457,2025-08-01,2025,Aug 2025,IT,Operations,Support,32,3.8,87.5,Successful,North
COLLAB0458,2025-08-01,2025,Aug 2025,IT,Operations,Review,49,8.1,77.9,Failed,Central
COLLAB0459,2025-08-01,2025,Aug 2025,IT,Operations,Support,8,12.8,93.5,Partial,West
COLLAB0460,2025-08-01,2025,Aug 2025,IT,Sales,Review,37,5.3,95.0,Partial,Central
COLLAB0461,2025-08-01,2025,Aug 2025,IT,Sales,Review,9,11.8,59.0,Failed,South
COLLAB0462,2025-08-01,2025,Aug 2025,Operations,Finance,Project,6,12.2,80.9,Partial,East
COLLAB0463,2025-08-01,2025,Aug 2025,Operations,Finance,Training,38,6.8,56.8,Successful,South
COLLAB0464,2025-08-01,2025,Aug 2025,Operations,Finance,Escalation,25,6.5,73.3,Successful,North
COLLAB0465,2025-08-01,2025,Aug 2025,Operations,HR,Project,17,7.0,69.1,Failed,West
COLLAB0466,2025-08-01,2025,Aug 2025,Operations,HR,Review,26,8.0,61.5,Successful,South
COLLAB0467,2025-08-01,2025,Aug 2025,Operations,HR,Escalation,20,6.8,90.4,Successful,Central
COLLAB0468,2025-08-01,2025,Aug 2025,Operations,HR,Support,5,14.5,91.0,Failed,West
COLLAB0469,2025-08-01,2025,Aug 2025,Operations,IT,Project,30,12.5,80.1,Successful,North
COLLAB0470,2025-08-01,2025,Aug 2025,Operations,IT,Support,16,2.6,79.2,Failed,South
COLLAB0471,2025-08-01,2025,Aug 2025,Operations,Sales,Support,7,12.4,57.9,Successful,East
COLLAB0472,2025-08-01,2025,Aug 2025,Operations,Sales,Review,8,2.7,95.3,Successful,West
COLLAB0473,2025-08-01,2025,Aug 2025,Operations,Sales,Support,45,5.5,80.3,Successful,South
COLLAB0474,2025-08-01,2025,Aug 2025,Operations,Sales,Escalation,26,2.5,98.0,Successful,North
COLLAB0475,2025-08-01,2025,Aug 2025,Sales,Finance,Review,16,13.9,58.8,Partial,East
COLLAB0476,2025-08-01,2025,Aug 2025,Sales,Finance,Training,10,14.3,68.5,Failed,South
COLLAB0477,2025-08-01,2025,Aug 2025,Sales,Finance,Support,38,3.7,93.6,Successful,East
COLLAB0478,2025-08-01,2025,Aug 2025,Sales,Finance,Training,16,1.9,56.7,Partial,North
COLLAB0479,2025-08-01,2025,Aug 2025,Sales,HR,Project,20,2.3,95.8,Partial,Central
COLLAB0480,2025-08-01,2025,Aug 2025,Sales,HR,Escalation,26,5.5,70.8,Partial,North
COLLAB0481,2025-08-01,2025,Aug 2025,Sales,HR,Training,29,1.8,70.9,Successful,East
COLLAB0482,2025-08-01,2025,Aug 2025,Sales,IT,Escalation,22,4.7,82.0,Successful,South
COLLAB0483,2025-08-01,2025,Aug 2025,Sales,IT,Support,36,11.8,71.3,Successful,East
COLLAB0484,2025-08-01,2025,Aug 2025,Sales,Operations,Review,18,13.7,89.1,Failed,East
COLLAB0485,2025-08-01,2025,Aug 2025,Sales,Operations,Support,7,10.8,97.4,Successful,Central
COLLAB0486,2025-09-01,2025,Sep 2025,Finance,HR,Project,9,2.8,87.3,Successful,North
COLLAB0487,2025-09-01,2025,Sep 2025,Finance,HR,Review,42,9.8,81.3,Partial,Central
COLLAB0488,2025-09-01,2025,Sep 2025,Finance,HR,Review,38,13.2,56.6,Partial,North
COLLAB0489,2025-09-01,2025,Sep 2025,Finance,IT,Escalation,14,10.1,73.1,Partial,North
COLLAB0490,2025-09-01,2025,Sep 2025,Finance,IT,Project,36,3.9,59.0,Successful,West
COLLAB0491,2025-09-01,2025,Sep 2025,Finance,IT,Review,44,3.8,67.6,Partial,North
COLLAB0492,2025-09-01,2025,Sep 2025,Finance,Operations,Project,36,5.3,67.9,Partial,West
COLLAB0493,2025-09-01,2025,Sep 2025,Finance,Operations,Project,32,1.1,86.4,Partial,North
COLLAB0494,2025-09-01,2025,Sep 2025,Finance,Operations,Training,47,7.6,75.9,Partial,Central
COLLAB0495,2025-09-01,2025,Sep 2025,Finance,Operations,Review,40,7.0,80.7,Successful,East
COLLAB0496,2025-09-01,2025,Sep 2025,Finance,Sales,Training,42,6.4,62.8,Failed,North
COLLAB0497,2025-09-01,2025,Sep 2025,Finance,Sales,Escalation,20,3.4,87.9,Successful,Central
COLLAB0498,2025-09-01,2025,Sep 2025,Finance,Sales,Review,42,1.9,72.3,Failed,North
COLLAB0499,2025-09-01,2025,Sep 2025,HR,Finance,Project,22,3.9,63.5,Successful,Central
COLLAB0500,2025-09-01,2025,Sep 2025,HR,Finance,Project,30,9.1,71.2,Successful,South
COLLAB0501,2025-09-01,2025,Sep 2025,HR,Finance,Training,38,10.7,92.3,Successful,East
COLLAB0502,2025-09-01,2025,Sep 2025,HR,Finance,Training,21,2.0,62.3,Successful,West
COLLAB0503,2025-09-01,2025,Sep 2025,HR,IT,Review,37,11.1,57.9,Successful,Central
COLLAB0504,2025-09-01,2025,Sep 2025,HR,IT,Training,8,1.3,57.4,Partial,North
COLLAB0505,2025-09-01,2025,Sep 2025,HR,Operations,Training,26,7.0,89.2,Successful,East
COLLAB0506,2025-09-01,2025,Sep 2025,HR,Operations,Training,27,14.8,61.5,Successful,East
COLLAB0507,2025-09-01,2025,Sep 2025,HR,Operations,Training,18,13.4,83.6,Successful,East
COLLAB0508,2025-09-01,2025,Sep 2025,HR,Sales,Escalation,42,6.1,77.4,Successful,East
COLLAB0509,2025-09-01,2025,Sep 2025,HR,Sales,Support,25,5.3,65.8,Successful,Central
COLLAB0510,2025-09-01,2025,Sep 2025,HR,Sales,Support,41,9.4,60.8,Successful,Central
COLLAB0511,2025-09-01,2025,Sep 2025,HR,Sales,Review,36,4.3,61.5,Partial,East
COLLAB0512,2025-09-01,2025,Sep 2025,IT,Finance,Project,7,14.8,56.9,Partial,South
COLLAB0513,2025-09-01,2025,Sep 2025,IT,Finance,Escalation,43,11.6,70.4,Successful,East
COLLAB0514,2025-09-01,2025,Sep 2025,IT,HR,Project,13,4.6,63.1,Successful,Central
COLLAB0515,2025-09-01,2025,Sep 2025,IT,HR,Review,10,9.4,89.1,Successful,West
COLLAB0516,2025-09-01,2025,Sep 2025,IT,HR,Escalation,22,4.5,78.9,Failed,Central
COLLAB0517,2025-09-01,2025,Sep 2025,IT,Operations,Support,29,10.5,96.9,Successful,Central
COLLAB0518,2025-09-01,2025,Sep 2025,IT,Operations,Review,23,7.8,59.6,Successful,South
COLLAB0519,2025-09-01,2025,Sep 2025,IT,Operations,Support,11,14.0,60.3,Successful,North
COLLAB0520,2025-09-01,2025,Sep 2025,IT,Operations,Project,13,2.4,93.7,Partial,Central
COLLAB0521,2025-09-01,2025,Sep 2025,IT,Sales,Project,8,9.8,87.6,Partial,North
COLLAB0522,2025-09-01,2025,Sep 2025,IT,Sales,Training,44,5.5,85.0,Partial,East
COLLAB0523,2025-09-01,2025,Sep 2025,IT,Sales,Project,48,10.3,73.8,Successful,West
COLLAB0524,2025-09-01,2025,Sep 2025,IT,Sales,Escalation,27,3.8,78.2,Failed,North
COLLAB0525,2025-09-01,2025,Sep 2025,Operations,Finance,Review,7,6.7,80.1,Successful,North
COLLAB0526,2025-09-01,2025,Sep 2025,Operations,Finance,Escalation,31,11.1,82.6,Partial,South
COLLAB0527,2025-09-01,2025,Sep 2025,Operations,Finance,Escalation,47,9.5,59.4,Partial,East
COLLAB0528,2025-09-01,2025,Sep 2025,Operations,HR,Support,48,10.5,58.9,Successful,Central
COLLAB0529,2025-09-01,2025,Sep 2025,Operations,HR,Support,31,11.3,90.6,Successful,South
COLLAB0530,2025-09-01,2025,Sep 2025,Operations,IT,Training,31,7.2,92.2,Successful,North
COLLAB0531,2025-09-01,2025,Sep 2025,Operations,IT,Escalation,16,1.7,61.1,Successful,South
COLLAB0532,2025-09-01,2025,Sep 2025,Operations,IT,Support,13,14.2,76.7,Successful,Central
COLLAB0533,2025-09-01,2025,Sep 2025,Operations,Sales,Training,9,12.4,71.5,Successful,Central
COLLAB0534,2025-09-01,2025,Sep 2025,Operations,Sales,Escalation,30,9.5,96.2,Partial,North
COLLAB0535,2025-09-01,2025,Sep 2025,Sales,Finance,Review,48,13.4,77.5,Successful,Central
COLLAB0536,2025-09-01,2025,Sep 2025,Sales,Finance,Training,29,12.5,76.4,Successful,North
COLLAB0537,2025-09-01,2025,Sep 2025,Sales,HR,Escalation,35,12.6,66.9,Failed,Central
COLLAB0538,2025-09-01,2025,Sep 2025,Sales,HR,Project,34,8.5,82.6,Failed,Central
